date,wai_qoq,wai_qoq_lo,wai_qoq_hi,wai_yoy,wai_index,gdp_qoq,gdp_yoy,gdp_index
1998-03-07,1.4532,0.3615,2.5448,0.9747,71.8846,,,
1998-03-14,1.9565,0.8252,3.0877,0.9926,71.9136,,,
1998-03-21,1.3843,0.2899,2.4788,1.0024,71.9342,,,
1998-03-28,0.3471,-0.7852,1.4795,0.9807,71.9394,1.4505,0.9223,70.2585
1998-04-07,0.7581,-0.3251,1.8413,0.9665,71.9507,,,
1998-04-14,0.4575,-0.6348,1.5498,0.944,71.9576,,,
1998-04-21,0.2713,-0.8149,1.3575,0.9337,71.9616,,,
1998-04-28,0.8126,-0.3238,1.9489,0.9275,71.9738,,,
1998-05-07,1.9986,0.9183,3.0788,0.9515,72.0034,,,
1998-05-14,1.8349,0.6921,2.9776,0.9899,72.0307,,,
1998-05-21,2.1995,1.0788,3.3201,1.0243,72.0634,,,
1998-05-28,0.8116,-0.325,1.9481,1.0273,72.0755,,,
1998-06-07,0.8945,-0.2014,1.9904,1.0388,72.0889,,,
1998-06-14,-0.0407,-1.1148,1.0334,1.0244,72.0883,,,
1998-06-21,-0.7841,-1.9168,0.3486,1.014,72.0765,,,
1998-06-28,0.3205,-0.7997,1.4408,0.9976,72.0813,2.1567,1.0451,70.5119
1998-07-07,0.8394,-0.2583,1.937,1.0193,72.0938,,,
1998-07-14,1.2015,0.1111,2.2918,1.0398,72.1118,,,
1998-07-21,0.8916,-0.2183,2.0015,1.0533,72.1251,,,
1998-07-28,0.2305,-0.9003,1.3614,1.0634,72.1286,,,
1998-08-07,0.6341,-0.4559,1.7242,1.0733,72.1381,,,
1998-08-14,0.1122,-1.0197,1.244,1.0735,72.1398,,,
1998-08-21,1.6409,0.52,2.7618,1.0845,72.1642,,,
1998-08-28,1.6116,0.5261,2.6971,1.108,72.1883,,,
1998-09-07,1.7234,0.5844,2.8625,1.1164,72.214,,,
1998-09-14,0.7778,-0.3365,1.892,1.1,72.2256,,,
1998-09-21,1.1618,0.0456,2.278,1.1059,72.243,,,
1998-09-28,1.8213,0.7337,2.9088,1.1272,72.2702,3.2205,1.5137,70.8891
1998-10-07,1.9151,0.7867,3.0436,1.1604,72.2988,,,
1998-10-14,1.8566,0.7217,2.9916,1.2131,72.3265,,,
1998-10-21,2.6451,1.5376,3.7526,1.2539,72.3658,,,
1998-10-28,2.8321,1.734,3.9302,1.2796,72.408,,,
1998-11-07,2.9452,1.8364,4.054,1.3084,72.4518,,,
1998-11-14,3.2817,2.165,4.3983,1.3628,72.5006,,,
1998-11-21,3.1658,2.0773,4.2543,1.408,72.5477,,,
1998-11-28,4.6182,3.4879,5.7485,1.4945,72.616,,,
1998-12-07,4.2795,3.1939,5.3651,1.5654,72.6794,,,
1998-12-14,4.4064,3.2993,5.5134,1.6288,72.7448,,,
1998-12-21,4.431,3.3534,5.5085,1.6922,72.8105,,,
1998-12-28,4.3487,3.2156,5.4818,1.7565,72.8752,4.2388,2.0561,71.453
1999-01-07,4.4741,3.3878,5.5603,1.8124,72.9417,,,
1999-01-14,4.1962,3.0966,5.2959,1.8536,73.0042,,,
1999-01-21,2.7179,1.5931,3.8426,1.8647,73.045,,,
1999-01-28,2.1372,1.0225,3.2519,1.87,73.0772,,,
1999-02-07,3.3972,2.2748,4.5197,1.8944,73.1281,,,
1999-02-14,4.2055,3.1129,5.2981,1.9381,73.1909,,,
1999-02-21,3.7588,2.6446,4.873,1.9607,73.2472,,,
1999-02-28,2.078,0.9833,3.1727,1.9699,73.2786,,,
1999-03-07,1.6712,0.5579,2.7844,1.9745,73.3039,,,
1999-03-14,0.9346,-0.166,2.0353,1.9531,73.3181,,,
1999-03-21,0.2428,-0.8681,1.3538,1.929,73.3218,,,
1999-03-28,1.1283,0.0223,2.2343,1.9455,73.339,2.2975,2.7612,72.1985
1999-04-07,1.4077,0.3196,2.4958,1.9592,73.3603,,,
1999-04-14,2.3663,1.2383,3.4943,1.9992,73.3961,,,
1999-04-21,1.6394,0.5469,2.7319,2.028,73.421,,,
1999-04-28,1.2271,0.0911,2.3631,2.0367,73.4396,,,
1999-05-07,1.8013,0.6769,2.9256,2.0326,73.467,,,
1999-05-14,2.5618,1.4786,3.645,2.0477,73.5057,,,
1999-05-21,2.4606,1.3605,3.5608,2.0531,73.5429,,,
1999-05-28,1.9493,0.8074,3.0911,2.077,73.5725,,,
1999-06-07,3.0866,1.9717,4.2015,2.1227,73.6192,,,
1999-06-14,3.9325,2.8153,5.0496,2.2057,73.6784,,,
1999-06-21,4.2875,3.1923,5.3827,2.312,73.7429,,,
1999-06-28,4.4513,3.3717,5.5309,2.3981,73.8098,4.3491,2.975,72.6097
1999-07-07,3.4866,2.408,4.5652,2.4534,73.8626,,,
1999-07-14,2.2426,1.1548,3.3304,2.4752,73.8967,,,
1999-07-21,3.5124,2.3793,4.6455,2.53,73.9499,,,
1999-07-28,3.5556,2.4615,4.6496,2.5998,74.0038,,,
1999-08-07,2.9783,1.8722,4.0843,2.649,74.049,,,
1999-08-14,3.802,2.7026,4.9014,2.7265,74.1066,,,
1999-08-21,3.3061,2.2046,4.4076,2.7613,74.1569,,,
1999-08-28,2.9896,1.8551,4.124,2.7902,74.2024,,,
1999-09-07,3.2316,2.1116,4.3516,2.8217,74.2516,,,
1999-09-14,2.4228,1.3381,3.5074,2.8564,74.2887,,,
1999-09-21,2.2553,1.1136,3.3969,2.8794,74.3232,,,
1999-09-28,1.815,0.6746,2.9555,2.8793,74.3511,1.5395,3.5231,73.3866
1999-10-07,2.6873,1.5776,3.797,2.8955,74.3922,,,
1999-10-14,2.9419,1.799,4.0847,2.9182,74.4371,,,
1999-10-21,2.8137,1.6761,3.9514,2.9218,74.4802,,,
1999-10-28,3.5974,2.4877,4.7071,2.9377,74.5351,,,
1999-11-07,3.4911,2.3615,4.6208,2.949,74.5884,,,
1999-11-14,3.3136,2.2279,4.3994,2.9497,74.6391,,,
1999-11-21,3.3629,2.2677,4.4581,2.9538,74.6906,,,
1999-11-28,2.9767,1.8981,4.0554,2.9198,74.7362,,,
1999-12-07,3.0483,1.9231,4.1734,2.8943,74.783,,,
1999-12-14,3.5895,2.4972,4.6819,2.8775,74.838,,,
1999-12-21,3.6348,2.5216,4.7481,2.8611,74.8937,,,
1999-12-28,4.4555,3.3758,5.5352,2.8633,74.9618,3.4868,3.099,73.6674
2000-01-07,3.909,2.7797,5.0383,2.8516,75.0217,,,
2000-01-14,3.6184,2.5278,4.7091,2.8397,75.0773,,,
2000-01-21,4.2855,3.1598,5.4112,2.8722,75.143,,,
2000-01-28,3.4343,2.3299,4.5388,2.8993,75.1959,,,
2000-02-07,2.6252,1.5269,3.7235,2.8832,75.2365,,,
2000-02-14,3.0909,1.9676,4.2143,2.8601,75.2843,,,
2000-02-21,2.8932,1.8149,3.9716,2.8422,75.329,,,
2000-02-28,2.4168,1.3055,3.5282,2.8493,75.3665,,,
2000-03-07,2.054,0.9337,3.1743,2.8573,75.3984,,,
2000-03-14,2.7015,1.5721,3.8308,2.8945,75.4403,,,
2000-03-21,2.4162,1.3006,3.5317,2.9405,75.4779,,,
2000-03-28,2.5368,1.4537,3.62,2.9702,75.5173,2.2661,2.9126,74.3013
2000-04-07,2.2249,1.131,3.3189,2.9874,75.5519,,,
2000-04-14,2.6383,1.521,3.7557,2.9931,75.5929,,,
2000-04-21,2.3702,1.2462,3.4942,3.0085,75.6299,,,
2000-04-28,2.7616,1.6588,3.8643,3.0408,75.6728,,,
2000-05-07,2.5311,1.4287,3.6334,3.0562,75.7122,,,
2000-05-14,3.6621,2.5587,4.7655,3.0791,75.769,,,
2000-05-21,3.7865,2.6475,4.9255,3.1067,75.8277,,,
2000-05-28,2.6387,1.5054,3.7721,3.1212,75.8689,,,
2000-06-07,3.4761,2.3632,4.5889,3.1293,75.9229,,,
2000-06-14,3.362,2.2794,4.4447,3.1175,75.9753,,,
2000-06-21,3.4312,2.3333,4.5292,3.0998,76.0287,,,
2000-06-28,4.1227,3.0159,5.2294,3.093,76.0928,4.3951,2.9047,74.7187
2000-07-07,4.1452,3.009,5.2814,3.1066,76.1572,,,
2000-07-14,5.3452,4.2404,6.45,3.1709,76.2399,,,
2000-07-21,4.6268,3.5523,5.7012,3.1939,76.3118,,,
2000-07-28,4.5166,3.3968,5.6364,3.2138,76.3821,,,
2000-08-07,4.4894,3.3854,5.5935,3.2452,76.4521,,,
2000-08-14,4.6367,3.5413,5.7322,3.2624,76.5243,,,
2000-08-21,4.7745,3.6451,5.904,3.2928,76.5987,,,
2000-08-28,4.7274,3.5913,5.8634,3.3289,76.6725,,,
2000-09-07,3.6988,2.589,4.8086,3.3386,76.7306,,,
2000-09-14,3.3063,2.2016,4.4111,3.3571,76.7826,,,
2000-09-21,3.2459,2.1368,4.3551,3.3779,76.8337,,,
2000-09-28,2.8804,1.8062,3.9547,3.4003,76.8792,3.5672,2.916,75.5265
2000-10-07,3.0246,1.8995,4.1497,3.4074,76.927,,,
2000-10-14,2.5224,1.4155,3.6293,3.3986,76.9669,,,
2000-10-21,3.0424,1.9618,4.1229,3.4034,77.015,,,
2000-10-28,3.0787,1.9559,4.2014,3.3925,77.0637,,,
2000-11-07,3.2904,2.1944,4.3864,3.3883,77.1157,,,
2000-11-14,3.0354,1.9102,4.1607,3.3825,77.1638,,,
2000-11-21,2.568,1.4707,3.6653,3.3659,77.2046,,,
2000-11-28,3.3573,2.2676,4.4471,3.3739,77.2577,,,
2000-12-07,2.722,1.6231,3.8209,3.367,77.301,,,
2000-12-14,2.2299,1.1098,3.35,3.3386,77.3365,,,
2000-12-21,1.8845,0.7536,3.0155,3.3019,77.3666,,,
2000-12-28,2.9747,1.8388,4.1106,3.2711,77.4139,3.0208,3.426,76.1912
2001-01-07,2.8041,1.7092,3.899,3.2481,77.4585,,,
2001-01-14,3.328,2.197,4.459,3.2421,77.5114,,,
2001-01-21,2.5761,1.4724,3.6799,3.2065,77.5525,,,
2001-01-28,2.2864,1.162,3.4108,3.1825,77.589,,,
2001-02-07,2.1897,1.101,3.2784,3.1733,77.624,,,
2001-02-14,2.555,1.4478,3.6623,3.1621,77.6648,,,
2001-02-21,2.3209,1.2438,3.3981,3.1501,77.702,,,
2001-02-28,2.6743,1.5318,3.8169,3.1555,77.7447,,,
2001-03-07,2.6384,1.4978,3.7791,3.1678,77.7869,,,
2001-03-14,2.6417,1.5195,3.7639,3.1666,77.8292,,,
2001-03-21,3.7075,2.5828,4.8321,3.1935,77.8883,,,
2001-03-28,3.038,1.9618,4.1142,3.204,77.9369,3.879,3.3094,76.7602
2001-04-07,3.3938,2.2929,4.4947,3.2285,77.9911,,,
2001-04-14,3.7487,2.6169,4.8805,3.2516,78.0509,,,
2001-04-21,4.3493,3.2282,5.4705,3.2929,78.1202,,,
2001-04-28,4.0993,3.0099,5.1888,3.3207,78.1857,,,
2001-05-07,3.8504,2.7404,4.9604,3.3483,78.2473,,,
2001-05-14,3.5892,2.5,4.6784,3.3467,78.3048,,,
2001-05-21,3.6807,2.5831,4.7784,3.3445,78.3638,,,
2001-05-28,3.6951,2.6199,4.7703,3.3666,78.4231,,,
2001-06-07,3.213,2.1268,4.2992,3.3611,78.4748,,,
2001-06-14,3.4571,2.3786,4.5357,3.3631,78.5304,,,
2001-06-21,3.4941,2.3974,4.5908,3.3644,78.5866,,,
2001-06-28,3.5802,2.4971,4.6633,3.3532,78.6443,4.2859,3.7143,77.494
2001-07-07,4.8115,3.7328,5.8901,3.3669,78.7213,,,
2001-07-14,4.4231,3.3353,5.5109,3.3479,78.7924,,,
2001-07-21,3.6676,2.5908,4.7445,3.3281,78.8515,,,
2001-07-28,3.561,2.4861,4.6359,3.3083,78.9091,,,
2001-08-07,3.0936,2.0166,4.1706,3.2794,78.9592,,,
2001-08-14,2.4311,1.3525,3.5097,3.2335,78.9987,,,
2001-08-21,2.103,1.0152,3.1908,3.1779,79.033,,,
2001-08-28,2.1004,1.0168,3.184,3.1233,79.0672,,,
2001-09-07,2.5715,1.4661,3.677,3.0998,79.1091,,,
2001-09-14,2.6183,1.5215,3.7151,3.0854,79.1517,,,
2001-09-21,2.0063,0.9221,3.0904,3.0595,79.1845,,,
2001-09-28,1.8714,0.7761,2.9668,3.0383,79.2151,1.6044,3.6872,78.3113
2001-10-07,1.0047,-0.1269,2.1363,2.9958,79.2316,,,
2001-10-14,1.0237,-0.0771,2.1245,2.9642,79.2484,,,
2001-10-21,0.429,-0.6642,1.5223,2.9091,79.2554,,,
2001-10-28,-0.1019,-1.178,0.9742,2.8419,79.2538,,,
2001-11-07,0.7566,-0.3327,1.8459,2.7887,79.2662,,,
2001-11-14,0.8337,-0.2414,1.9087,2.7424,79.2799,,,
2001-11-21,0.997,-0.1152,2.1092,2.7094,79.2963,,,
2001-11-28,1.411,0.3175,2.5045,2.6687,79.3195,,,
2001-12-07,1.2188,0.1122,2.3254,2.6371,79.3395,,,
2001-12-14,1.1968,0.0996,2.294,2.6154,79.3592,,,
2001-12-21,0.9807,-0.1027,2.0641,2.5963,79.3753,,,
2001-12-28,0.925,-0.1654,2.0154,2.5534,79.3905,1.3961,3.1924,78.6236
2002-01-07,0.4974,-0.6368,1.6316,2.5049,79.3987,,,
2002-01-14,1.1588,0.0577,2.2599,2.4596,79.4178,,,
2002-01-21,1.6093,0.4993,2.7193,2.4393,79.4442,,,
2002-01-28,1.2073,0.0857,2.3289,2.4167,79.4641,,,
2002-02-07,2.2911,1.1578,3.4244,2.4188,79.5016,,,
2002-02-14,2.0639,0.9665,3.1612,2.4086,79.5355,,,
2002-02-21,1.8509,0.7274,2.9744,2.3987,79.5659,,,
2002-02-28,1.0188,-0.1033,2.1409,2.364,79.5827,,,
2002-03-07,1.1815,0.0523,2.3107,2.3336,79.6021,,,
2002-03-14,0.7967,-0.322,1.9153,2.2949,79.6153,,,
2002-03-21,1.1771,0.0939,2.2603,2.2422,79.6347,,,
2002-03-28,1.405,0.2673,2.5427,2.2082,79.6579,1.8565,2.7831,78.8966
2002-04-07,1.9588,0.8686,3.0491,2.1784,79.6901,,,
2002-04-14,1.5711,0.4293,2.713,2.1332,79.716,,,
2002-04-21,0.7113,-0.3894,1.812,2.0577,79.7277,,,
2002-04-28,1.1369,0.0567,2.2171,1.9963,79.7465,,,
2002-05-07,1.5158,0.4374,2.5942,1.948,79.7715,,,
2002-05-14,2.2916,1.1537,3.4294,1.9212,79.8092,,,
2002-05-21,2.1335,1.0121,3.2548,1.8893,79.8443,,,
2002-05-28,2.3699,1.2629,3.4769,1.862,79.8833,,,
2002-06-07,2.5437,1.4261,3.6613,1.8481,79.9251,,,
2002-06-14,2.1726,1.0384,3.3069,1.8216,79.9609,,,
2002-06-21,1.2756,0.1665,2.3848,1.7756,79.982,,,
2002-06-28,1.0187,-0.1099,2.1473,1.7225,79.9989,1.1704,2.2791,79.2602
2002-07-07,1.2699,0.1922,2.3475,1.6497,80.02,,,
2002-07-14,1.4699,0.3459,2.5939,1.5889,80.0443,,,
2002-07-21,0.8058,-0.2898,1.9015,1.5296,80.0577,,,
2002-07-28,0.9659,-0.1741,2.1059,1.4759,80.0737,,,
2002-08-07,0.5343,-0.5895,1.6582,1.4228,80.0826,,,
2002-08-14,1.2059,0.0736,2.3383,1.3974,80.1026,,,
2002-08-21,1.3904,0.2977,2.4832,1.3826,80.1257,,,
2002-08-28,1.2247,0.0978,2.3515,1.3644,80.146,,,
2002-09-07,1.7006,0.5943,2.807,1.3464,80.1742,,,
2002-09-14,1.2768,0.1456,2.408,1.3186,80.1954,,,
2002-09-21,2.0489,0.9366,3.1612,1.3194,80.2293,,,
2002-09-28,1.6173,0.5016,2.733,1.3142,80.2561,1.3957,1.5065,79.4911
2002-10-07,0.6927,-0.4418,1.8272,1.3076,80.2676,,,
2002-10-14,0.4237,-0.7154,1.5628,1.2951,80.2747,,,
2002-10-21,0.5113,-0.5981,1.6207,1.2968,80.2832,,,
2002-10-28,0.6815,-0.447,1.81,1.3133,80.2946,,,
2002-11-07,0.4779,-0.6206,1.5764,1.3074,80.3026,,,
2002-11-14,0.5336,-0.5578,1.6251,1.3011,80.3115,,,
2002-11-21,0.9449,-0.1741,2.0639,1.3001,80.3272,,,
2002-11-28,1.2723,0.1767,2.3679,1.2972,80.3484,,,
2002-12-07,1.4582,0.3722,2.5442,1.3022,80.3726,,,
2002-12-14,1.045,-0.053,2.143,1.299,80.39,,,
2002-12-21,1.3249,0.251,2.3987,1.3062,80.4121,,,
2002-12-28,2.2072,1.1008,3.3135,1.3328,80.4487,1.6841,1.4543,79.767
2003-01-07,1.7121,0.6052,2.8189,1.3582,80.4771,,,
2003-01-14,2.8042,1.7218,3.8866,1.3923,80.5235,,,
2003-01-21,3.1177,2.0295,4.2059,1.4234,80.5751,,,
2003-01-28,2.2008,1.0947,3.3068,1.4441,80.6116,,,
2003-02-07,1.6151,0.5264,2.7038,1.4301,80.6385,,,
2003-02-14,1.4912,0.3956,2.5867,1.4182,80.6634,,,
2003-02-21,1.5519,0.4146,2.6893,1.412,80.6893,,,
2003-02-28,1.0974,0.0167,2.1781,1.4136,80.7076,,,
2003-03-07,0.8661,-0.2573,1.9895,1.407,80.7221,,,
2003-03-14,1.2369,0.0998,2.374,1.4162,80.7428,,,
2003-03-21,1.483,0.353,2.613,1.4226,80.7676,,,
2003-03-28,1.1127,-0.0272,2.2527,1.4165,80.7862,1.3739,1.5263,80.1008
2003-04-07,0.9598,-0.1793,2.0988,1.3957,80.8023,,,
2003-04-14,0.5875,-0.505,1.6799,1.3751,80.8122,,,
2003-04-21,-0.6516,-1.7361,0.433,1.3464,80.8012,,,
2003-04-28,-0.5669,-1.6963,0.5626,1.3105,80.7916,,,
2003-05-07,-0.5273,-1.6351,0.5804,1.2676,80.7827,,,
2003-05-14,-0.2068,-1.3236,0.91,1.2154,80.7792,,,
2003-05-21,-0.43,-1.5628,0.7028,1.1618,80.772,,,
2003-05-28,0.1827,-0.9142,1.2797,1.1163,80.775,,,
2003-06-07,-0.359,-1.4766,0.7586,1.0558,80.769,,,
2003-06-14,0.865,-0.2318,1.9619,1.0287,80.7835,,,
2003-06-21,0.3456,-0.7498,1.4411,1.0093,80.7893,,,
2003-06-28,0.7754,-0.3667,1.9175,1.0042,80.8023,1.3394,1.4058,80.3745
2003-07-07,1.9261,0.8192,3.0331,1.0178,80.8344,,,
2003-07-14,1.4329,0.331,2.5348,1.017,80.8584,,,
2003-07-21,1.2033,0.1219,2.2848,1.0253,80.8785,,,
2003-07-28,0.8401,-0.292,1.9722,1.0227,80.8926,,,
2003-08-07,0.965,-0.166,2.0959,1.0317,80.9088,,,
2003-08-14,1.3095,0.1805,2.4385,1.0338,80.9308,,,
2003-08-21,0.4441,-0.6849,1.573,1.0141,80.9382,,,
2003-08-28,0.0033,-1.1247,1.1312,0.9886,80.9383,,,
2003-09-07,-0.5677,-1.6583,0.5228,0.9411,80.9287,,,
2003-09-14,-0.0394,-1.15,1.0713,0.9136,80.928,,,
2003-09-21,0.3523,-0.7857,1.4903,0.8783,80.9339,,,
2003-09-28,0.0733,-1.0376,1.1842,0.8462,80.9352,-0.8512,1.4482,80.6423
2003-10-07,-0.3324,-1.4687,0.804,0.8247,80.9296,,,
2003-10-14,-1.0137,-2.1384,0.111,0.7944,80.9124,,,
2003-10-21,-0.3011,-1.3796,0.7773,0.7774,80.9073,,,
2003-10-28,-0.5125,-1.5865,0.5615,0.7523,80.8986,,,
2003-11-07,0.115,-1.025,1.2551,0.7447,80.9006,,,
2003-11-14,1.3263,0.2448,2.4077,0.7612,80.9228,,,
2003-11-21,1.956,0.8546,3.0575,0.7821,80.9555,,,
2003-11-28,1.2708,0.1596,2.382,0.7821,80.9768,,,
2003-12-07,1.7833,0.6461,2.9205,0.7888,81.0066,,,
2003-12-14,1.2021,0.084,2.3201,0.7921,81.0268,,,
2003-12-21,1.2466,0.1701,2.3232,0.7905,81.0477,,,
2003-12-28,1.2084,0.1203,2.2965,0.7698,81.068,1.5354,0.8814,80.4701
2004-01-07,1.3799,0.271,2.4887,0.763,81.0911,,,
2004-01-14,1.2202,0.0871,2.3533,0.7304,81.1116,,,
2004-01-21,1.2387,0.1264,2.3511,0.6918,81.1324,,,
2004-01-28,1.4354,0.3575,2.5132,0.676,81.1565,,,
2004-02-07,0.076,-1.0229,1.1748,0.644,81.1578,,,
2004-02-14,-0.0273,-1.1499,1.0952,0.6124,81.1574,,,
2004-02-21,0.2413,-0.88,1.3626,0.5851,81.1614,,,
2004-02-28,0.3617,-0.739,1.4625,0.5698,81.1675,,,
2004-03-07,0.4127,-0.6736,1.4991,0.5604,81.1745,,,
2004-03-14,1.329,0.2311,2.4268,0.5623,81.1968,,,
2004-03-21,1.052,-0.0482,2.1521,0.5534,81.2145,,,
2004-03-28,0.9422,-0.1705,2.0549,0.5498,81.2304,0.5921,0.8445,80.7773
2004-04-07,0.7306,-0.3535,1.8148,0.5451,81.2427,,,
2004-04-14,1.9116,0.8349,2.9884,0.5725,81.2748,,,
2004-04-21,1.2423,0.1293,2.3552,0.6121,81.2957,,,
2004-04-28,1.6345,0.4946,2.7745,0.658,81.3232,,,
2004-05-07,1.9755,0.8722,3.0789,0.7101,81.3563,,,
2004-05-14,1.2183,0.113,2.3236,0.7399,81.3769,,,
2004-05-21,1.6822,0.5752,2.7891,0.7839,81.4052,,,
2004-05-28,1.703,0.6289,2.7771,0.8156,81.4338,,,
2004-06-07,1.947,0.8204,3.0736,0.8636,81.4665,,,
2004-06-14,0.6262,-0.451,1.7033,0.8587,81.4771,,,
2004-06-21,0.0794,-1.0162,1.175,0.8531,81.4785,,,
2004-06-28,-0.1585,-1.2851,0.9682,0.8335,81.4758,-0.2669,0.6495,80.8966
2004-07-07,-0.0392,-1.1394,1.061,0.7926,81.4751,,,
2004-07-14,-0.0808,-1.1958,1.0342,0.761,81.4737,,,
2004-07-21,-0.164,-1.2717,0.9438,0.7325,81.471,,,
2004-07-28,0.1777,-0.9397,1.2951,0.7187,81.474,,,
2004-08-07,0.63,-0.4722,1.7322,0.7117,81.4846,,,
2004-08-14,1.414,0.313,2.5151,0.7138,81.5085,,,
2004-08-21,1.4718,0.342,2.6017,0.7352,81.5333,,,
2004-08-28,0.5478,-0.5524,1.648,0.7466,81.5426,,,
2004-09-07,-0.3255,-1.4572,0.8062,0.7517,81.537,,,
2004-09-14,0.447,-0.6317,1.5256,0.7619,81.5446,,,
2004-09-21,0.1307,-1.0105,1.2718,0.7573,81.5468,,,
2004-09-28,0.2829,-0.7942,1.36,0.7617,81.5516,0.193,0.2483,80.8425
2004-10-07,0.4342,-0.6657,1.5341,0.7777,81.559,,,
2004-10-14,0.7061,-0.4137,1.826,0.8139,81.571,,,
2004-10-21,0.3327,-0.8073,1.4726,0.8272,81.5766,,,
2004-10-28,0.0787,-1.0237,1.1811,0.8397,81.5779,,,
2004-11-07,0.2936,-0.8199,1.4071,0.8434,81.5829,,,
2004-11-14,-0.2001,-1.3128,0.9125,0.8115,81.5795,,,
2004-11-21,-0.2962,-1.3714,0.779,0.7646,81.5745,,,
2004-11-28,-0.5679,-1.695,0.5591,0.7262,81.5648,,,
2004-12-07,-1.0717,-2.1505,0.007,0.6665,81.5465,,,
2004-12-14,-0.7887,-1.8902,0.3129,0.6248,81.533,,,
2004-12-21,-0.3948,-1.4766,0.687,0.5905,81.5263,,,
2004-12-28,-0.2623,-1.3512,0.8267,0.5599,81.5219,0.1141,0.5112,80.8815
2005-01-07,-0.0203,-1.1027,1.062,0.5307,81.5215,,,
2005-01-14,-0.0517,-1.1571,1.0538,0.5042,81.5206,,,
2005-01-21,-0.1202,-1.2349,0.9946,0.476,81.5186,,,
2005-01-28,-0.9396,-2.0817,0.2024,0.4264,81.5026,,,
2005-02-07,-0.077,-1.2165,1.0624,0.4232,81.5013,,,
2005-02-14,0.7702,-0.3281,1.8686,0.4398,81.5143,,,
2005-02-21,1.1435,0.0277,2.2594,0.4585,81.5336,,,
2005-02-28,1.3031,0.2127,2.3935,0.4781,81.5556,,,
2005-03-07,1.1599,0.061,2.2588,0.4936,81.5752,,,
2005-03-14,0.78,-0.3506,1.9106,0.4822,81.5884,,,
2005-03-21,0.8022,-0.2873,1.8918,0.4771,81.602,,,
2005-03-28,0.415,-0.6592,1.4892,0.4661,81.609,0.4289,0.1576,80.9046
2005-04-07,0.794,-0.3438,1.9317,0.4674,81.6225,,,
2005-04-14,0.9421,-0.1592,2.0434,0.4474,81.6384,,,
2005-04-21,0.856,-0.2378,1.9497,0.4394,81.6529,,,
2005-04-28,0.645,-0.446,1.7359,0.4189,81.6639,,,
2005-05-07,0.7843,-0.3442,1.9128,0.3943,81.6772,,,
2005-05-14,1.1364,0.0335,2.2393,0.3926,81.6964,,,
2005-05-21,1.8114,0.73,2.8927,0.3953,81.7269,,,
2005-05-28,0.8372,-0.2828,1.9571,0.3774,81.7411,,,
2005-06-07,0.47,-0.624,1.5639,0.3469,81.7491,,,
2005-06-14,1.4452,0.3288,2.5617,0.3638,81.7736,,,
2005-06-21,1.2203,0.1416,2.2991,0.3876,81.7942,,,
2005-06-28,2.0147,0.9237,3.1057,0.4326,81.8282,2.0093,0.117,80.9912
2005-07-07,1.3504,0.2571,2.4436,0.4615,81.8511,,,
2005-07-14,1.9003,0.8113,2.9892,0.5026,81.8832,,,
2005-07-21,1.2353,0.101,2.3697,0.5318,81.9042,,,
2005-07-28,0.6906,-0.3948,1.776,0.5425,81.9159,,,
2005-08-07,0.8909,-0.2081,1.99,0.5479,81.9311,,,
2005-08-14,0.7476,-0.3924,1.8875,0.5341,81.9438,,,
2005-08-21,0.1754,-0.95,1.3007,0.5071,81.9468,,,
2005-08-28,-0.2844,-1.3671,0.7982,0.4897,81.9419,,,
2005-09-07,0.1222,-0.9541,1.1986,0.4991,81.944,,,
2005-09-14,-0.305,-1.4291,0.8192,0.4834,81.9388,,,
2005-09-21,0.5069,-0.5928,1.6066,0.4912,81.9474,,,
2005-09-28,1.3308,0.1906,2.4709,0.513,81.97,0.7353,0.6834,81.395
2005-10-07,0.6365,-0.4706,1.7436,0.5172,81.9808,,,
2005-10-14,-0.226,-1.3492,0.8973,0.4977,81.977,,,
2005-10-21,-1.1726,-2.2639,-0.0814,0.4661,81.9568,,,
2005-10-28,-0.3071,-1.4092,0.795,0.458,81.9516,,,
2005-11-07,-0.6182,-1.7414,0.505,0.4389,81.941,,,
2005-11-14,0.2877,-0.8388,1.4141,0.4491,81.9459,,,
2005-11-21,0.3609,-0.7225,1.4443,0.4629,81.952,,,
2005-11-28,-0.1948,-1.2864,0.8968,0.4707,81.9487,,,
2005-12-07,-0.3913,-1.5089,0.7263,0.485,81.942,,,
2005-12-14,-0.04,-1.173,1.0931,0.5008,81.9413,,,
2005-12-21,1.3359,0.2203,2.4515,0.5369,81.964,,,
2005-12-28,1.5641,0.4239,2.7043,0.5749,81.9905,0.8483,0.8194,81.5442
2006-01-07,0.6675,-0.4585,1.7934,0.5892,82.0019,,,
2006-01-14,0.5428,-0.5872,1.6727,0.6017,82.0111,,,
2006-01-21,0.063,-1.0703,1.1963,0.6055,82.0122,,,
2006-01-28,-0.2581,-1.3714,0.8551,0.6199,82.0078,,,
2006-02-07,0.4816,-0.6498,1.6131,0.6316,82.016,,,
2006-02-14,0.4408,-0.6819,1.5636,0.6247,82.0235,,,
2006-02-21,1.2434,0.1081,2.3787,0.6268,82.0446,,,
2006-02-28,1.4455,0.332,2.5591,0.6297,82.0692,,,
2006-03-07,1.5082,0.3916,2.6247,0.6369,82.0948,,,
2006-03-14,2.4442,1.3667,3.5216,0.6713,82.1361,,,
2006-03-21,2.0118,0.9289,3.0948,0.6963,82.1702,,,
2006-03-28,2.1329,0.9915,3.2744,0.7319,82.2063,3.4046,1.0037,81.7166
